,BinaryAccuracy,BinaryPrecision,BinaryRecall,BinaryAUROC,BinaryF1Score,Loss
43,0.69673836,0.6243938,0.46215588,0.64883107,0.5311484,0.57597333
44,0.6992402,0.6293074,0.46464843,0.65133077,0.53452456,0.5742254
45,0.70064867,0.63256717,0.46429974,0.6523806,0.5354637,0.5733261
46,0.7007969,0.63069654,0.47048298,0.6537615,0.5389144,0.5718868
47,0.7005745,0.630923,0.46848765,0.65317667,0.53765947,0.5715226
48,0.7044662,0.6366778,0.47721353,0.6580558,0.5455139,0.56926024
49,0.7049296,0.63673246,0.4798561,0.6589641,0.5472636,0.5681905
50,0.7036879,0.6366302,0.47242665,0.65645874,0.5423578,0.5670383
51,0.70496666,0.6367849,0.4800555,0.65903443,0.5473997,0.56600195
52,0.7069125,0.64103776,0.48065394,0.66070515,0.54934657,0.56398743
53,0.709192,0.6453848,0.4830466,0.66300744,0.55246305,0.5627748
54,0.70984066,0.64563924,0.48618832,0.66416544,0.5546687,0.5615487
55,0.71176803,0.64899325,0.48893052,0.66625917,0.557661,0.55869836
56,0.7128614,0.65024394,0.4921713,0.66779107,0.560249,0.55772567
57,0.71441805,0.6529393,0.49481425,0.66956973,0.5629135,0.55464774
58,0.7149555,0.6534031,0.4964096,0.67032313,0.56416667,0.55455613
59,0.7179763,0.6581952,0.50174516,0.6738168,0.5693645,0.5522095
60,0.7184396,0.6583869,0.5039385,0.6746332,0.57088387,0.5489035
61,0.7205708,0.6618575,0.5074786,0.67705226,0.5744743,0.54839647
62,0.7228688,0.6648473,0.51301295,0.68001103,0.579116,0.5446733
63,0.7249815,0.66888,0.5150574,0.6821098,0.581961,0.5428301
64,0.7264826,0.6718796,0.51620394,0.68353844,0.583812,0.54107356
65,0.7280949,0.67403847,0.5199442,0.6855856,0.5870334,0.5371982
66,0.73005927,0.6766136,0.52433145,0.6880448,0.5907875,0.53494585
67,0.7325241,0.6785729,0.5326579,0.69170654,0.5967927,0.5311016
68,0.73871386,0.6878493,0.5437269,0.69889283,0.60734767,0.5259126
69,0.7388992,0.68872094,0.54272956,0.69883657,0.607059,0.5234246
70,0.74119717,0.6903399,0.55075747,0.7023049,0.6126953,0.5193722
71,0.7450148,0.69673735,0.5559926,0.7064117,0.6183995,0.516264
72,0.74929583,0.7021864,0.56531656,0.71172273,0.6263213,0.51038915
73,0.7515196,0.7032059,0.57354385,0.7151727,0.63178825,0.50635433
74,0.75513345,0.71224034,0.57239634,0.71781397,0.63467085,0.50230646
75,0.75871015,0.7135303,0.58615804,0.7234708,0.6435996,0.49746472
76,0.7599703,0.7156142,0.5876538,0.72477907,0.6453302,0.49319085
77,0.7626946,0.71896017,0.59358704,0.7281586,0.65023625,0.4884053
78,0.76949584,0.72900903,0.60460633,0.73582137,0.66098785,0.48034698
79,0.76982945,0.7297223,0.60460603,0.7360867,0.66128635,0.47859487
80,0.7753521,0.73514116,0.61841786,0.74330235,0.6717435,0.4709525
81,0.7766309,0.7359656,0.6223069,0.7451142,0.6743573,0.4680527
82,0.7850074,0.74855375,0.6346715,0.754305,0.6868991,0.45738378
83,0.78724986,0.74979126,0.64165187,0.757515,0.6915079,0.45094022
84,0.791679,0.7566659,0.64793515,0.762323,0.69808817,0.44386715
85,0.7980541,0.7628401,0.662693,0.77040976,0.7091927,0.43433046
86,0.79894364,0.76362216,0.6647377,0.7715354,0.7107357,0.42997724
87,0.80442923,0.7718598,0.67256576,0.7774994,0.71879476,0.42125407
88,0.81091547,0.7798665,0.68448246,0.7850948,0.7290579,0.4104216
89,0.818106,0.78878385,0.69724643,0.79342335,0.74016887,0.3984097
90,0.82188654,0.7915662,0.70681965,0.79838693,0.7467817,0.39247248
91,0.8221275,0.7931428,0.7053243,0.79827327,0.74664587,0.39222804
92,0.8289288,0.8009342,0.7182382,0.8063232,0.7573336,0.37898865
93,0.8329874,0.80728817,0.72322387,0.8105709,0.7629143,0.3726901
94,0.83904743,0.8114929,0.73848134,0.8185093,0.7732555,0.35969904
95,0.8402891,0.8126389,0.74112403,0.82003707,0.7752222,0.35503474
96,0.8500185,0.82660025,0.754686,0.8305491,0.78898394,0.3407692
97,0.8530949,0.8282698,0.7629632,0.8346878,0.79426134,0.33415493
98,0.8595627,0.83677614,0.7728853,0.84186095,0.803545,0.32074797
99,0.8597294,0.8350245,0.7758266,0.8425943,0.8043253,0.31950632
